Order_ID,Order_Date,Shipping_Date,Aging,Ship_Mode,Product_Category,Product, Sales ,Quantity,Discount, Profit , Shipping_Cost ,Order_Priority,Customer_ID,Customer_Name,Segment,City,State,Country,Region
FA-2015-17661,1/8/2023,1/10/2023,2,Standard Class,Fashion,Casula Shoes, $122.0 ,3,0.01, $38.3 , $3.8 ,Medium,ER-0027867,Elliott Deggeller,Consumer,Milan,Lombardy,Italy,South
FA-2015-17707,1/1/2023,1/11/2023,10,Standard Class,Fashion,Formal Shoes, $213.0 ,3,0.02, $120.2 , $12.0 ,Medium,EN-0027913,Salinas Reiten,Corporate,Caen,Lower Normandy,France,Central
FA-2015-17714,1/13/2023,1/14/2023,1,Standard Class,Fashion,Suits, $109.0 ,2,0.01, $26.8 , $2.7 ,Medium,NE-0027920,Glenn Payne,Home Office,New York City,New York,United States,East
FA-2015-17715,1/22/2023,1/26/2023,4,Standard Class,Fashion,Sports Wear, $85.0 ,3,0.03, $28.3 , $2.8 ,Medium,NN-0027921,Moss Hoffmann,Consumer,Plano,Texas,United States,Central
FA-2015-17717,1/17/2023,1/18/2023,1,Standard Class,Fashion,Running Shoes, $224.0 ,1,0.04, $135.0 , $13.5 ,Medium,EN-0027923,Hunt Cohen,Consumer,Riyadh,Ar Riyad,Saudi Arabia,EMEA
FA-2015-17732,1/13/2023,1/21/2023,8,Standard Class,Fashion,Fossil Watch, $159.0 ,5,0.02, $63.1 , $6.3 ,Medium,LL-0027938,Marshall Carroll,Consumer,Bishkek,Bishkek,Kyrgyzstan,EMEA
FA-2015-17736,1/19/2023,1/26/2023,7,Standard Class,Fashion,Suits, $109.0 ,1,0.01, $27.9 , $2.8 ,Medium,TT-0027942,Fuller Eplett,Corporate,Tlaquepaque,Jalisco,Mexico,North
FA-2015-17743,1/23/2023,2/1/2023,9,Standard Class,Fashion,Fossil Watch, $159.0 ,2,0.04, $66.3 , $6.6 ,Medium,AN-0027949,Sharp Harrigan,Consumer,Seattle,Washington,United States,West
FA-2015-17746,1/5/2023,1/7/2023,2,Standard Class,Fashion,Jeans, $218.0 ,5,0.05, $83.5 , $8.4 ,High,EZ-0027952,Carr Dominguez,Corporate,Kolwezi,Katanga,Democratic Republic of the Congo,Africa
FA-2015-17760,1/7/2023,1/16/2023,9,Standard Class,Fashion,Casula Shoes, $122.0 ,5,0.02, $29.8 , $3.0 ,Medium,AM-0027966,Jacobson Willingham,Consumer,Shanwei,Guangdong,China,North Asia
FA-2015-17765,1/28/2023,2/2/2023,5,Standard Class,Fashion,Fossil Watch, $159.0 ,1,0.02, $75.8 , $7.6 ,Medium,OM-0027971,Mcconnell Tom,Consumer,Ivanovo,Ivanovo,Russia,EMEA
FA-2015-17791,1/9/2023,1/17/2023,8,Standard Class,Fashion,Suits, $109.0 ,4,0.01, $24.6 , $2.5 ,Medium,ON-0027997,Morgan Bertelson,Consumer,Elda,Valenciana,Spain,South
FA-2015-17810,1/29/2023,2/2/2023,4,Standard Class,Fashion,T - Shirts, $248.0 ,1,0.03, $160.6 , $16.1 ,Medium,EZ-0028016,Schmidt Dominguez,Consumer,San Pedro Sula,Cortés,Honduras,Central
FA-2015-17835,1/10/2023,1/14/2023,4,Standard Class,Fashion,Suits, $109.0 ,2,0.02, $24.6 , $2.5 ,High,NG-0028041,Martin Armstrong,Consumer,Tampa,Florida,United States,South
FA-2015-17856,1/1/2023,1/9/2023,8,Standard Class,Fashion,Jeans, $218.0 ,3,0.03, $118.4 , $11.8 ,Low,OK-0028062,Lewis Ashbrook,Corporate,Mecca,Makkah,Saudi Arabia,EMEA
FA-2015-17877,1/2/2023,1/7/2023,5,Standard Class,Fashion,Shirts, $196.0 ,1,0.05, $106.2 , $10.6 ,Medium,L--0028083,Parker Bell-,Consumer,Puebla,Puebla,Mexico,North
FA-2015-17904,1/31/2023,2/2/2023,2,Standard Class,Fashion,Running Shoes, $224.0 ,3,0.04, $117.1 , $11.7 ,High,IO-0028110,Baker Barcio,Corporate,Bareilly,Uttar Pradesh,India,Central Asia
FA-2015-17940,1/2/2023,1/9/2023,7,Standard Class,Fashion,Titak watch, $228.0 ,4,0.01, $138.9 , $13.9 ,Medium,EL-0028146,Shaffer O'Connel,Corporate,Brisbane,Queensland,Australia,Oceania
FA-2015-17948,1/25/2023,2/2/2023,8,Standard Class,Fashion,Running Shoes, $224.0 ,5,0.05, $88.0 , $8.8 ,Medium,IN-0028154,Ball Hagelstein,Corporate,Yaroslavl',Yaroslavl',Russia,EMEA
FA-2015-17964,1/26/2023,1/30/2023,4,Standard Class,Fashion,T - Shirts, $248.0 ,3,0.04, $138.2 , $13.8 ,Medium,NG-0028170,Cannon Hwang,Corporate,Istanbul,Istanbul,Turkey,EMEA
FA-2015-17984,1/21/2023,1/26/2023,5,Standard Class,Fashion,Titak watch, $228.0 ,3,0.02, $134.3 , $13.4 ,Medium,AN-0028190,Mcintosh Van,Home Office,Charlottesville,Virginia,United States,South
FA-2015-17994,1/23/2023,1/26/2023,3,Standard Class,Fashion,Sneakers, $62.0 ,3,0.05, $20.7 , $2.1 ,Medium,AB-0028200,Mcintyre Yedwab,Home Office,Ho Chi Minh City,Ho Chí Minh City,Vietnam,Southeast Asia
FA-2015-18016,1/2/2023,1/12/2023,10,Standard Class,Fashion,Sneakers, $62.0 ,4,0.01, $15.5 , $1.6 ,Medium,DY-0028222,Vaughn Grady,Consumer,Hamburg,Hamburg,Germany,Central
FA-2015-18017,1/27/2023,2/1/2023,5,Standard Class,Fashion,Titak watch, $228.0 ,3,0.05, $113.8 , $11.4 ,Low,AM-0028223,Jacobson Willingham,Consumer,Brisbane,Queensland,Australia,Oceania
FA-2015-18023,1/6/2023,1/8/2023,2,Standard Class,Fashion,Sports Wear, $85.0 ,3,0.03, $28.3 , $2.8 ,High,IN-0028229,Guzman Haberlin,Consumer,Pretoria,Gauteng,South Africa,Africa
FA-2015-18027,1/9/2023,1/19/2023,10,Standard Class,Fashion,Sneakers, $62.0 ,3,0.02, $20.7 , $2.1 ,High,AN-0028233,Valentine Wasserman,Corporate,Santa Ana,Santa Ana,El Salvador,Central
FA-2015-18034,1/22/2023,1/25/2023,3,Standard Class,Fashion,Sports Wear, $85.0 ,5,0.01, $0.8 , $0.1 ,High,RI-0028240,Clay Molinari,Home Office,Auckland,Auckland,New Zealand,Oceania
FA-2015-18035,1/17/2023,1/21/2023,4,Standard Class,Fashion,Casula Shoes, $122.0 ,3,0.03, $31.0 , $3.1 ,Medium,RY-0028241,Randall Murry,Corporate,Jacksonville,Florida,United States,South
FA-2015-18041,1/16/2023,1/17/2023,1,Standard Class,Fashion,T - Shirts, $248.0 ,2,0.02, $158.1 , $15.8 ,High,NG-0028247,Caldwell Galang,Corporate,San Luis Potosí,San Luis Potosí,Mexico,North
FA-2015-18059,1/10/2023,1/16/2023,6,Standard Class,Fashion,Formal Shoes, $213.0 ,1,0.05, $122.4 , $12.2 ,High,EZ-0028265,Ryan Dominguez,Corporate,Berlin,Berlin,Germany,Central
FA-2015-18074,1/1/2023,1/2/2023,1,Standard Class,Fashion,T - Shirts, $248.0 ,3,0.03, $145.7 , $14.6 ,Medium,ES-0028280,Keller Haines,Home Office,Fort Worth,Texas,United States,Central
FA-2015-18078,1/4/2023,1/9/2023,5,Standard Class,Fashion,Sports Wear, $85.0 ,2,0.01, $3.3 , $0.3 ,Medium,ON-0028284,Henderson Braxton,Home Office,New York City,New York,United States,East
FA-2015-18081,1/17/2023,1/22/2023,5,Standard Class,Fashion,Formal Shoes, $213.0 ,1,0.04, $124.5 , $12.4 ,Medium,IN-0028287,Ball Hagelstein,Corporate,Yaroslavl',Yaroslavl',Russia,EMEA
FA-2015-18086,1/29/2023,1/31/2023,2,Standard Class,Fashion,Shirts, $196.0 ,1,0.01, $114.0 , $11.4 ,High,PO-0028292,Sullivan Cacioppo,Corporate,Managua,Managua,Nicaragua,Central
FA-2015-18087,1/11/2023,1/14/2023,3,Standard Class,Fashion,Jeans, $218.0 ,3,0.05, $105.3 , $10.5 ,Medium,ET-0028293,King Bailliet,Consumer,La Vega,La Vega,Dominican Republic,Caribbean
FA-2015-18089,1/20/2023,1/23/2023,3,Standard Class,Fashion,Sports Wear, $85.0 ,1,0.05, $0.8 , $0.1 ,Medium,ST-0028295,Mckinney Gilcrest,Corporate,Monterrey,Nuevo León,Mexico,North
FA-2015-18090,1/9/2023,1/15/2023,6,Standard Class,Fashion,Casula Shoes, $122.0 ,4,0.03, $27.4 , $2.7 ,High,KS-0028296,Flores Brooks,Home Office,Mixco,Guatemala,Guatemala,Central
FA-2015-18104,1/31/2023,2/7/2023,7,Standard Class,Fashion,Sneakers, $62.0 ,5,0.05, $12.4 , $1.2 ,Medium,KS-0028310,Flores Brooks,Home Office,Adelaide,South Australia,Australia,Oceania
FA-2015-18108,1/30/2023,1/31/2023,1,Standard Class,Fashion,Shirts, $196.0 ,5,0.05, $67.0 , $6.7 ,Medium,ER-0028314,Montoya Ritter,Corporate,East Point,Georgia,United States,South
FA-2015-18109,1/17/2023,1/27/2023,10,Standard Class,Fashion,Jeans, $218.0 ,2,0.05, $116.2 , $11.6 ,High,EY-0028315,Munoz Hackney,Home Office,Philadelphia,Pennsylvania,United States,East
FA-2015-18113,1/21/2023,1/27/2023,6,Standard Class,Fashion,Running Shoes, $224.0 ,1,0.04, $135.0 , $13.5 ,Medium,AU-0028319,Shelton Gastineau,Consumer,Toluca,México,Mexico,North
FA-2015-18114,1/5/2023,1/11/2023,6,Standard Class,Fashion,Formal Shoes, $213.0 ,4,0.02, $116.0 , $11.6 ,Medium,NS-0028320,Vega Hopkins,Corporate,Avignon,Provence-Alpes-Côte d'Azur,France,Central
FA-2015-18126,1/18/2023,1/20/2023,2,Standard Class,Fashion,Sneakers, $62.0 ,5,0.05, $12.4 , $1.2 ,Medium,ON-0028332,Nash Melton,Home Office,Pekalongan,Jawa Tengah,Indonesia,Southeast Asia
FA-2015-18129,1/6/2023,1/16/2023,10,Standard Class,Fashion,T - Shirts, $248.0 ,1,0.05, $155.6 , $15.6 ,High,DI-0028335,Anderson Andreadi,Consumer,Decatur,Illinois,United States,Central
FA-2015-18130,1/4/2023,1/6/2023,2,Standard Class,Fashion,Shirts, $196.0 ,3,0.02, $104.2 , $10.4 ,Medium,ST-0028336,Green Baptist,Corporate,New York City,New York,United States,East
FA-2015-18137,1/28/2023,2/3/2023,6,Standard Class,Fashion,Sneakers, $62.0 ,4,0.05, $15.5 , $1.6 ,Medium,ON-0028343,Hendricks Wilson,Consumer,Stockholm,Stockholm,Sweden,North
FA-2015-18150,1/31/2023,2/1/2023,1,Standard Class,Fashion,Fossil Watch, $159.0 ,1,0.01, $77.4 , $7.7 ,Medium,ER-0028356,Calhoun Poirier,Consumer,Kaduna,Kaduna,Nigeria,Africa
FA-2015-18173,1/29/2023,1/30/2023,1,Standard Class,Fashion,T - Shirts, $248.0 ,2,0.02, $158.1 , $15.8 ,Medium,RY-0028379,Garrett Farry,Consumer,Panama City,Panama,Panama,Central
FA-2015-18185,1/31/2023,2/6/2023,6,Standard Class,Fashion,Shirts, $196.0 ,1,0.04, $108.2 , $10.8 ,Medium,LE-0028391,Roy Lonsdale,Corporate,Kandahar,Kandahar,Afghanistan,Central Asia
FA-2015-18190,1/1/2023,1/10/2023,9,Standard Class,Fashion,Running Shoes, $224.0 ,1,0.05, $132.8 , $13.3 ,Medium,EN-0028396,Carroll Dahlen,Consumer,León,Guanajuato,Mexico,North
FA-2015-18197,1/26/2023,1/27/2023,1,Standard Class,Fashion,Jeans, $218.0 ,2,0.01, $133.6 , $13.4 ,Medium,NG-0028403,Cannon Hwang,Corporate,Masaya,Masaya,Nicaragua,Central
FA-2015-18229,1/29/2023,2/7/2023,9,Standard Class,Fashion,Shirts, $196.0 ,4,0.02, $100.3 , $10.0 ,Low,LL-0028435,Mathews O'Donnell,Corporate,Derbent,Dagestan,Russia,EMEA
FA-2015-18242,1/23/2023,1/24/2023,1,Standard Class,Fashion,Suits, $109.0 ,5,0.01, $23.6 , $2.4 ,Medium,AB-0028448,Whitney Yedwab,Corporate,Panama City,Panama,Panama,Central
FA-2015-18247,1/4/2023,1/7/2023,3,Standard Class,Fashion,Sneakers, $62.0 ,1,0.05, $62.0 , $6.2 ,Medium,ER-0028453,Nunez Lanier,Corporate,Bangkok,Bangkok,Thailand,Southeast Asia
FA-2015-18276,1/1/2023,1/6/2023,5,Standard Class,Fashion,Sports Wear, $85.0 ,3,0.02, $28.3 , $2.8 ,Medium,RG-0028482,Stafford Rosenberg,Corporate,Hamburg,Hamburg,Germany,Central
FA-2015-18280,1/23/2023,1/27/2023,4,Standard Class,Fashion,Sneakers, $62.0 ,1,0.01, $62.0 , $6.2 ,Medium,NG-0028486,Huff Manning,Consumer,Kukatpalli,Telangana,India,Central Asia
FA-2015-18283,1/29/2023,2/6/2023,8,Standard Class,Fashion,T - Shirts, $248.0 ,5,0.04, $118.4 , $11.8 ,Medium,ED-0028489,Johns Reed,Corporate,Bangkok,Bangkok,Thailand,Southeast Asia
FA-2015-18294,1/17/2023,1/24/2023,7,Standard Class,Fashion,T - Shirts, $248.0 ,1,0.03, $160.6 , $16.1 ,High,ER-0028500,Gray Boeckenhauer,Consumer,Ghent,East Flanders,Belgium,Central
FA-2015-18309,1/13/2023,1/19/2023,6,Standard Class,Fashion,Sports Wear, $85.0 ,1,0.01, $4.2 , $0.4 ,Medium,ON-0028515,Frazier Ferguson,Consumer,Paris,Ile-de-France,France,Central
FA-2015-18311,1/15/2023,1/25/2023,10,Standard Class,Fashion,Running Shoes, $224.0 ,4,0.01, $135.0 , $13.5 ,High,RI-0028517,Sawyer Molinari,Consumer,Heze,Shandong,China,North Asia
FA-2015-18313,1/28/2023,2/5/2023,8,Standard Class,Fashion,Sneakers, $62.0 ,4,0.02, $15.5 , $1.6 ,Medium,ON-0028519,Yates Johnson,Consumer,Midland,Michigan,United States,Central
FA-2015-18318,1/15/2023,1/20/2023,5,Standard Class,Fashion,Jeans, $218.0 ,3,0.03, $118.4 , $11.8 ,High,ER-0028524,Conley Miller,Home Office,Warsaw,Masovia,Poland,EMEA
FA-2015-18319,1/5/2023,1/11/2023,6,Standard Class,Fashion,Suits, $109.0 ,2,0.05, $18.1 , $1.8 ,Medium,ER-0028525,Mills Collister,Consumer,Nzerekore,Nzérékoré,Guinea,Africa
FA-2015-18322,1/5/2023,1/9/2023,4,Standard Class,Fashion,Running Shoes, $224.0 ,4,0.01, $135.0 , $13.5 ,Medium,GE-0028528,Christian Paige,Corporate,Panama City,Panama,Panama,Central
FA-2015-18324,1/11/2023,1/15/2023,4,Standard Class,Fashion,Sneakers, $62.0 ,4,0.02, $15.5 , $1.6 ,High,RN-0028530,Cook Bern,Consumer,Hamburg,Hamburg,Germany,Central
FA-2015-18329,1/30/2023,2/4/2023,5,Standard Class,Fashion,Jeans, $218.0 ,1,0.04, $129.3 , $12.9 ,Medium,IN-0028535,Figueroa Martin,Consumer,Mataram,Nusa Tenggara Barat,Indonesia,Southeast Asia
FA-2015-18343,1/25/2023,1/31/2023,6,Standard Class,Fashion,Casula Shoes, $122.0 ,1,0.05, $35.9 , $3.6 ,Low,ER-0028549,Richards Drucker,Corporate,Algiers,Alger,Algeria,Africa
FA-2015-18344,1/28/2023,2/1/2023,4,Standard Class,Fashion,Running Shoes, $224.0 ,1,0.04, $135.0 , $13.5 ,Medium,ON-0028550,Jensen Foulston,Home Office,Istanbul,Istanbul,Turkey,EMEA
FA-2015-18361,1/10/2023,1/20/2023,10,Standard Class,Fashion,Shirts, $196.0 ,5,0.03, $86.6 , $8.7 ,Medium,TH-0028567,Lara Smith,Consumer,Yangon,Yangon,Myanmar (Burma),Southeast Asia
FA-2015-18378,1/25/2023,1/26/2023,1,Standard Class,Fashion,Formal Shoes, $213.0 ,1,0.02, $128.7 , $12.9 ,Low,ON-0028584,Franklin Dickinson,Consumer,Emden,Lower Saxony,Germany,Central
FA-2015-18403,1/26/2023,1/28/2023,2,Standard Class,Fashion,Fossil Watch, $159.0 ,1,0.05, $71.1 , $7.1 ,Medium,AN-0028609,Williams Abelman,Corporate,Mont-de-Marsan,Aquitaine,France,Central
FA-2015-18439,1/11/2023,1/13/2023,2,Standard Class,Fashion,Jeans, $218.0 ,3,0.02, $124.9 , $12.5 ,Low,RI-0028645,Clay Molinari,Home Office,Qitaihe,Heilongjiang,China,North Asia
FA-2015-18445,1/3/2023,1/10/2023,7,Standard Class,Fashion,Sneakers, $62.0 ,3,0.04, $20.7 , $2.1 ,Medium,ES-0028651,Dunn Cortes,Home Office,Mogadishu,Banaadir,Somalia,Africa
FA-2015-18461,1/26/2023,1/29/2023,3,Standard Class,Fashion,Jeans, $218.0 ,4,0.01, $129.3 , $12.9 ,Medium,CE-0028667,Mendez Grace,Corporate,Lawrence,Massachusetts,United States,East
FA-2015-18466,1/13/2023,1/20/2023,7,Standard Class,Fashion,Formal Shoes, $213.0 ,4,0.05, $90.4 , $9.0 ,Medium,ND-0028672,Henry Chand,Consumer,Kirsehir,Kirsehir,Turkey,EMEA
FA-2015-18472,1/25/2023,2/4/2023,10,Standard Class,Fashion,Jeans, $218.0 ,2,0.04, $120.6 , $12.1 ,High,LY-0028678,Floyd Kelly,Consumer,Managua,Managua,Nicaragua,Central
FA-2015-18474,1/13/2023,1/16/2023,3,Standard Class,Fashion,Sports Wear, $85.0 ,4,0.02, $21.3 , $2.1 ,Medium,ON-0028680,Camacho Thompson,Home Office,Linz,Upper Austria,Austria,Central
FA-2015-18478,1/8/2023,1/13/2023,5,Standard Class,Fashion,Sneakers, $62.0 ,2,0.01, $31.0 , $3.1 ,Medium,EZ-0028684,Carr Dominguez,Corporate,Newcastle,New South Wales,Australia,Oceania
FA-2015-18479,1/13/2023,1/19/2023,6,Standard Class,Fashion,Titak watch, $228.0 ,3,0.01, $141.2 , $14.1 ,Medium,NS-0028685,Daniels Collins,Corporate,Manila,National Capital,Philippines,Southeast Asia
FA-2015-18482,1/12/2023,1/18/2023,6,Standard Class,Fashion,Shirts, $196.0 ,3,0.04, $92.5 , $9.2 ,Medium,PP-0028688,Tyler Kipp,Corporate,Baltimore,Maryland,United States,East
FA-2015-18544,1/16/2023,1/17/2023,1,Standard Class,Fashion,Sneakers, $62.0 ,4,0.05, $15.5 , $1.6 ,Low,ER-0028750,Terry Frazer,Corporate,Tauranga,Bay of Plenty,New Zealand,Oceania
FA-2015-18564,1/22/2023,1/31/2023,9,Standard Class,Fashion,Running Shoes, $224.0 ,1,0.02, $139.5 , $14.0 ,High,AN-0028770,Atkinson Ryan,Corporate,Launceston,Tasmania,Australia,Oceania
FA-2015-18568,1/1/2023,1/3/2023,2,Standard Class,Fashion,Fossil Watch, $159.0 ,1,0.04, $72.6 , $7.3 ,High,ER-0028774,Roberts Bavinger,Consumer,Georgetown,Kentucky,United States,South
FA-2015-18578,1/5/2023,1/9/2023,4,Standard Class,Fashion,Titak watch, $228.0 ,2,0.01, $143.4 , $14.3 ,Low,SS-0028784,Austin Demoss,Home Office,Berlin,Berlin,Germany,Central
FA-2015-18580,1/7/2023,1/11/2023,4,Standard Class,Fashion,T - Shirts, $248.0 ,5,0.04, $118.4 , $11.8 ,Medium,TE-0028786,Ingram Huthwaite,Consumer,Pune,Maharashtra,India,Central Asia
FA-2015-18586,1/14/2023,1/23/2023,9,Standard Class,Fashion,Running Shoes, $224.0 ,3,0.01, $137.3 , $13.7 ,Low,LS-0028792,Burnett Mills,Consumer,Fayetteville,North Carolina,United States,South
FA-2015-18595,1/24/2023,1/28/2023,4,Standard Class,Fashion,Sports Wear, $85.0 ,3,0.05, $28.3 , $2.8 ,Medium,NE-0028801,Lyons Hane,Corporate,Houston,Texas,United States,Central
FA-2015-18603,1/17/2023,1/27/2023,10,Standard Class,Fashion,Shirts, $196.0 ,4,0.05, $76.8 , $7.7 ,Medium,NI-0028809,Arnold Crestani,Consumer,Amiens,Picardy,France,Central
FA-2015-18605,1/31/2023,2/1/2023,1,Standard Class,Fashion,Suits, $109.0 ,2,0.03, $22.5 , $2.2 ,Medium,LL-0028811,Espinoza Mull,Consumer,Vienna,Vienna,Austria,Central
FA-2015-18617,1/12/2023,1/22/2023,10,Standard Class,Fashion,Sports Wear, $85.0 ,1,0.01, $4.2 , $0.4 ,Medium,LL-0028823,Bradshaw Swindell,Corporate,New York City,New York,United States,East
FA-2015-18623,1/12/2023,1/21/2023,9,Standard Class,Fashion,Fossil Watch, $159.0 ,5,0.01, $71.1 , $7.1 ,Medium,EY-0028829,Greene Decherney,Consumer,Buenos Aires,Buenos Aires,Argentina,South
FA-2015-18627,1/25/2023,1/27/2023,2,Standard Class,Fashion,Suits, $109.0 ,5,0.02, $18.1 , $1.8 ,Medium,AN-0028833,Allen Ausman,Corporate,Odense,South Denmark,Denmark,North
FA-2015-18628,1/28/2023,2/7/2023,10,Standard Class,Fashion,Sports Wear, $85.0 ,5,0.04, $17.0 , $1.7 ,Medium,ES-0028834,Adkins Jones,Consumer,Talence,Aquitaine,France,Central
FA-2015-18645,1/9/2023,1/14/2023,5,Standard Class,Fashion,Fossil Watch, $159.0 ,2,0.01, $75.8 , $7.6 ,High,AN-0028851,Boyd Chapman,Consumer,Hermosillo,Sonora,Mexico,North
FA-2015-18657,1/6/2023,1/14/2023,8,Standard Class,Fashion,T - Shirts, $248.0 ,2,0.05, $143.2 , $14.3 ,Medium,AB-0028863,Mcintyre Yedwab,Home Office,Ankara,Ankara,Turkey,EMEA
FA-2015-18663,1/11/2023,1/18/2023,7,Standard Class,Fashion,Running Shoes, $224.0 ,2,0.05, $121.6 , $12.2 ,High,LS-0028869,Bradley Daniels,Corporate,Moa,Holguín,Cuba,Caribbean
FA-2015-18683,1/8/2023,1/16/2023,8,Standard Class,Fashion,Sports Wear, $85.0 ,1,0.01, $4.2 , $0.4 ,Medium,KS-0028889,Flores Brooks,Home Office,Liaocheng,Shandong,China,North Asia
FA-2015-18710,1/26/2023,2/3/2023,8,Standard Class,Fashion,Titak watch, $228.0 ,2,0.05, $125.2 , $12.5 ,Medium,ER-0028916,Douglas Foster,Corporate,Kinshasa,Kinshasa,Democratic Republic of the Congo,Africa
FA-2015-18715,1/27/2023,2/2/2023,6,Standard Class,Fashion,Suits, $109.0 ,1,0.02, $26.8 , $2.7 ,Medium,EL-0028921,Shepherd Patel,Corporate,Vlore,Vlorë,Albania,EMEA
FA-2015-18722,1/10/2023,1/14/2023,4,Standard Class,Fashion,Fossil Watch, $159.0 ,2,0.05, $63.1 , $6.3 ,Medium,DS-0028928,Dixon Childs,Corporate,Trier,Rhineland-Palatinate,Germany,Central
FA-2015-18736,1/30/2023,1/31/2023,1,Standard Class,Fashion,Jeans, $218.0 ,3,0.03, $118.4 , $11.8 ,High,NE-0028942,Spencer Coyne,Consumer,Panama City,Panama,Panama,Central
FA-2015-18741,1/6/2023,1/11/2023,5,Standard Class,Fashion,Formal Shoes, $213.0 ,4,0.03, $107.4 , $10.7 ,Low,KS-0028947,Flores Brooks,Home Office,Berlin,Berlin,Germany,Central
FA-2015-18749,1/16/2023,1/20/2023,4,Standard Class,Fashion,Sports Wear, $85.0 ,2,0.04, $42.5 , $4.3 ,Low,EY-0028955,Rivers Sunley,Home Office,Newark,Delaware,United States,East
FA-2015-18755,1/11/2023,1/14/2023,3,Standard Class,Fashion,Fossil Watch, $159.0 ,2,0.04, $66.3 , $6.6 ,High,GE-0028961,Contreras Paige,Home Office,Mexico City,Distrito Federal,Mexico,North
FA-2015-18761,1/23/2023,1/30/2023,7,Standard Class,Fashion,Casula Shoes, $122.0 ,2,0.04, $32.2 , $3.2 ,Medium,ER-0028967,Russo Webber,Consumer,Malang,Jawa Timur,Indonesia,Southeast Asia
FA-2015-18772,1/24/2023,1/26/2023,2,Standard Class,Fashion,Casula Shoes, $122.0 ,2,0.03, $34.7 , $3.5 ,Medium,TT-0028978,Harper Dartt,Consumer,Istanbul,Istanbul,Turkey,EMEA
FA-2015-18779,1/24/2023,1/25/2023,1,Standard Class,Fashion,Shirts, $196.0 ,3,0.01, $110.1 , $11.0 ,Medium,ON-0028985,Burke Ferguson,Consumer,Lowestoft,England,United Kingdom,North
FA-2015-18783,1/9/2023,1/10/2023,1,Standard Class,Fashion,Casula Shoes, $122.0 ,3,0.01, $38.3 , $3.8 ,Medium,LL-0028989,Oneal Norvell,Consumer,Medina,Ohio,United States,East
FA-2015-18792,1/19/2023,1/23/2023,4,Standard Class,Fashion,Suits, $109.0 ,3,0.02, $22.5 , $2.2 ,High,AS-0028998,Holloway Lucas,Consumer,Zapopan,Jalisco,Mexico,North
FA-2015-18803,1/16/2023,1/21/2023,5,Standard Class,Fashion,Suits, $109.0 ,5,0.02, $18.1 , $1.8 ,High,MI-0029009,Hurst Shami,Consumer,Carlsbad,New Mexico,United States,West
FA-2015-18819,1/11/2023,1/21/2023,10,Standard Class,Fashion,Sneakers, $62.0 ,1,0.02, $62.0 , $6.2 ,Medium,PE-0029025,Flowers Kampe,Consumer,Saginaw,Michigan,United States,Central
FA-2015-18828,1/29/2023,2/1/2023,3,Standard Class,Fashion,Running Shoes, $224.0 ,1,0.01, $141.8 , $14.2 ,Medium,KS-0029034,Delgado Hooks,Consumer,Juárez,Chihuahua,Mexico,North
FA-2015-18864,1/30/2023,2/8/2023,9,Standard Class,Fashion,Titak watch, $228.0 ,4,0.04, $111.5 , $11.2 ,Medium,AR-0029070,Bishop Dunbar,Home Office,Alexandria,Al Iskandariyah,Egypt,Africa
FA-2015-18868,1/15/2023,1/24/2023,9,Standard Class,Fashion,Jeans, $218.0 ,5,0.04, $94.4 , $9.4 ,Medium,LE-0029074,Brady Lonsdale,Consumer,London,England,United Kingdom,North
FA-2015-18881,1/29/2023,2/2/2023,4,Standard Class,Fashion,Sports Wear, $85.0 ,5,0.04, $17.0 , $1.7 ,Medium,CK-0029087,Morton Mackendrick,Corporate,Richmond,Indiana,United States,Central
FA-2015-18904,1/3/2023,1/10/2023,7,Standard Class,Fashion,Casula Shoes, $122.0 ,5,0.02, $29.8 , $3.0 ,Medium,RD-0029110,Griffith Hazard,Consumer,Dakar,Dakar,Senegal,Africa
FA-2015-18911,1/25/2023,2/3/2023,9,Standard Class,Fashion,Shirts, $196.0 ,3,0.02, $104.2 , $10.4 ,Medium,SA-0029117,Tillman Zrebassa,Corporate,Tegucigalpa,Francisco Morazán,Honduras,Central
FA-2015-18923,1/31/2023,2/4/2023,4,Standard Class,Fashion,Jeans, $218.0 ,1,0.04, $129.3 , $12.9 ,Low,EN-0029129,Skinner Nguyen,Corporate,Troy,Ohio,United States,East
FA-2015-18934,1/24/2023,2/2/2023,9,Standard Class,Fashion,Jeans, $218.0 ,5,0.03, $105.3 , $10.5 ,Medium,LS-0029140,Andrews Daniels,Corporate,Pescara,Abruzzi,Italy,South
FA-2015-18937,1/7/2023,1/17/2023,10,Standard Class,Fashion,Casula Shoes, $122.0 ,2,0.03, $34.7 , $3.5 ,High,ON-0029143,Frazier Ferguson,Consumer,New York City,New York,United States,East
FA-2015-18941,1/9/2023,1/10/2023,1,Standard Class,Fashion,Titak watch, $228.0 ,1,0.05, $136.6 , $13.7 ,Medium,ON-0029147,Jensen Foulston,Home Office,Houston,Texas,United States,Central
FA-2015-18971,1/15/2023,1/21/2023,6,Standard Class,Fashion,Running Shoes, $224.0 ,5,0.01, $132.8 , $13.3 ,Medium,ND-0029177,Crawford Chand,Consumer,Managua,Managua,Nicaragua,Central
FA-2015-18981,1/18/2023,1/27/2023,9,Standard Class,Fashion,Casula Shoes, $122.0 ,1,0.03, $38.3 , $3.8 ,Medium,ON-0029187,Rowe Jackson,Corporate,Los Angeles,California,United States,West
